@relation CombinePD-CO

@attribute Total_Left numeric
@attribute Total_Right numeric
@attribute PD-Yes-Control-No {Yes,No}

@data
13.86,1079.98,No
18.7,1091.2,No
13.86,1096.48,No
13.86,1102.31,No
11.55,1113.53,No
11.55,1115.62,No
11.55,1116.39,No
11.55,1109.24,No
11.55,1114.3,No
11.55,1106.16,No
11.55,1106.6,No
11.55,1112.76,No
11.55,1105.17,No
9.24,1110.78,No
11.55,1111.88,No
9.24,1115.51,No
9.24,1124.31,No
9.24,1122.33,No
9.24,1126.84,No
9.24,1132.56,No
9.24,1136.85,No
9.24,1138.17,No
9.24,1133.44,No
9.24,1137.29,No
9.24,1139.27,No
9.24,1129.26,No
9.24,1128.27,No
9.24,1127.5,No
9.24,1125.08,No
9.24,1117.93,No
6.93,1116.83,No
9.24,1119.14,No
6.93,1114.19,No
6.93,1114.52,No
9.24,1117.82,No
6.93,1112.98,No
6.93,1114.85,No
9.24,1112.32,No
6.93,1109.13,No
6.93,1110.45,No
9.24,1100,No
9.24,1100.55,No
20.9,1102.75,No
41.8,1108.8,No
99.77,1095.93,No
207.79,1081.63,No
283.03,1063.92,No
335.61,1034.44,No
395.23,999.9,No
454.96,954.03,No
526.46,903.98,No
556.6,844.47,No
582.01,772.31,No
615.67,692.67,No
651.97,613.8,No
693.66,539.55,No
739.86,463.98,No
789.03,387.53,No
843.04,303.93,No
899.36,225.83,No
958.76,144.43,No
1006.17,100.76,No
1043.02,64.02,No
1077.12,34.43,No
1100.99,13.97,No
1118.04,4.18,No
1126.95,4.18,No
1133.99,0,No
1127.83,0,No
1125.96,0,No
1119.91,0,No
1105.06,0,No
1089.66,0,No
1074.7,0,No
1062.16,0,No
1049.62,0,No
1030.59,0,No
1020.47,0,No
1007.82,0,No
1000.45,0,No
995.72,0,No
990.55,0,No
990.22,0,No
982.96,0,No
989.23,0,No
991.1,0,No
990.33,0,No
992.09,0,No
995.83,0,No
999.68,4.18,No
1002.65,4.18,No
1005.51,21.67,No
999.46,12.65,No
1006.83,0,No
1002.87,0,No
1004.96,0,No
996.16,0,No
994.4,0,No
983.29,0,No
977.9,0,No
971.52,0,No
967.56,0,No
952.71,0,No
941.16,0,No
927.19,0,No
927.74,0,No
926.53,0,No
917.18,0,No
913.55,0,No
904.53,0,No
891,0,No
875.16,8.69,No
855.36,39.82,No
829.51,192.61,No
800.14,400.84,No
758.34,511.28,No
707.63,683.76,No
638.55,825.55,No
559.57,873.95,No
464.53,898.04,No
380.82,906.29,No
288.42,919.82,No
208.23,943.8,No
134.64,984.61,No
83.16,1021.13,No
54.34,1053.58,No
35.64,1076.35,No
18.48,1085.15,No
4.51,1094.61,No
0,1104.84,No
0,1100.44,No
0,1104.84,No
0,1095.82,No
0,1084.49,No
0,1065.79,No
0,1051.71,No
0,1045.44,No
0,1030.59,No
0,1024.43,No
0,1021.13,No
0,1020.25,No
0,1019.15,No
0,1017.61,No
0,1015.74,No
0,1019.37,No
0,1017.72,No
0,1024.1,No
0,1011.78,No
0,1013.98,No
0,1019.26,No
0,1022.23,No
0,1023.55,No
0,1033.01,No
0,1040.05,No
0,1047.09,No
0,1053.69,No
0,1063.15,No
0,1070.52,No
0,1084.49,No
0,1091.97,No
0,1097.69,No
0,1106.93,No
0,1106.16,No
0,1106.49,No
0,1094.17,No
0,1092.74,No
0,1089.22,No
0,1092.85,No
0,1090.98,No
0,1089.22,No
0,1077.34,No
0,1066.89,No
11.55,1044.56,No
62.37,1017.06,No
249.7,977.79,No
364.76,927.3,No
500.39,862.18,No
682.88,792.33,No
898.92,709.83,No
1002.21,615.01,No
1047.86,516.67,No
1050.39,408.98,No
1050.83,295.35,No
1055.01,185.46,No
1062.05,103.4,No
1073.82,66.22,No
1077.67,35.75,No
1065.13,16.94,No
1056.55,11.88,No
1043.35,7.7,No
1024.54,5.06,No
1005.29,0,No
986.37,5.06,No
961.51,0,No
943.03,0,No
930.49,0,No
924.66,0,No
924.22,0,No
925.21,0,No
928.95,5.06,No
937.09,0,No
945.23,0,No
953.04,0,No
961.95,0,No
977.68,0,No
984.06,0,No
996.6,0,No
1008.92,0,No
1021.57,0,No
1035.21,0,No
1044.78,0,No
1048.96,0,No
1052.7,0,No
1054.13,0,No
1050.61,0,No
1048.63,0,No
1046.21,0,No
1043.79,0,No
1036.64,0,No
1033.45,0,No
1024.54,0,No
1020.47,0,No
1011.01,0,No
1008.04,0,No
1005.07,0,No
1000.45,0,No
998.03,0,No
996.49,0,No
990.66,0,No
989.01,0,No
975.26,0,No
962.28,0,No
965.25,0,No
966.46,0,No
955.9,0,No
951.72,5.17,No
941.82,31.57,No
923.78,127.38,No
897.16,315.26,No
854.26,432.96,No
803.99,571.67,No
739.97,669.35,No
657.03,748.77,No
561.88,805.53,No
460.79,849.09,No
362.23,876.04,No
272.8,907.61,No
189.31,947.65,No
127.05,996.16,No
71.72,1036.09,No
43.45,1071.51,No
28.38,1088.67,No
18.04,1107.7,No
11.44,1111.44,No
11.44,1115.51,No
6.05,1114.96,No
4.51,1102.75,No
2.97,1087.79,No
2.97,1070.74,No
0,1051.38,No
0,1037.63,No
0,1020.8,No
0,1013.98,No
0,1000.67,No
0,1002.98,No
0,994.18,No
0,1002.1,No
0,996.49,No
0,996.71,No
0,997.59,No
0,993.08,No
0,998.25,No
0,1001.99,No
0,1003.31,No
0,1010.35,No
0,1024.87,No
3.52,1030.48,No
0,1035.32,No
0,1047.75,No
0,1050.06,No
0,1057.21,No
0,1062.27,No
0,1064.58,No
0,1062.27,No
0,1066.01,No
0,1067.66,No
0,1064.36,No
0,1066.78,No
0,1070.41,No
0,1071.18,No
0,1073.16,No
0,1078.55,No
0,1075.47,No
0,1070.63,No
0,1059.3,No
4.62,1042.69,No
23.21,1019.04,No
82.17,994.84,No
298.76,954.58,No
397.21,913.11,No
535.04,845.68,No
686.18,773.52,No
870.32,691.57,No
947.32,600.93,No
997.7,507.21,No
1030.48,399.19,No
1043.13,275.88,No
1070.85,177.43,No
1085.15,111.54,No
1094.72,67.32,No
1102.31,42.24,No
1105.94,21.23,No
1099.12,11.88,No
1095.6,5.06,No
1080.31,5.06,No
1058.75,0,No
1038.84,0,No
1016.51,0,No
989.45,0,No
963.93,0,No
949.41,0,No
937.42,0,No
929.06,0,No
925.54,0,No
922.24,0,No
919.16,0,No
920.48,0,No
922.79,0,No
925.98,0,No
932.14,0,No
936.1,0,No
942.59,0,No
948.64,0,No
952.93,0,No
950.4,0,No
956.23,0,No
955.13,0,No
960.08,0,No
956.12,0,No
958.65,0,No
958.65,0,No
954.91,0,No
951.06,0,No
947.87,0,No
944.9,0,No
940.28,0,No
937.64,0,No
932.91,0,No
921.47,0,No
909.59,0,No
910.8,0,No
905.63,0,No
900.46,0,No
894.85,0,No
889.79,0,No
880,0,No
864.38,0,No
845.9,0,No
821.7,21.01,No
793.76,94.93,No
763.18,387.75,No
719.84,494.23,No
662.53,688.27,No
599.72,833.14,No
507.1,945.78,No
412.5,987.14,No
327.47,1012.88,No
238.7,1022.56,No
151.03,1037.96,No
97.46,1060.51,No
65.23,1099.23,No
41.03,1126.4,No
25.3,1143.78,No
15.18,1150.93,No
0,1149.94,No
0,1149.61,No
0,1132.34,No
0,1119.03,No
0,1097.14,No
0,1075.91,No
0,1054.46,No
0,1030.48,No
0,1016.84,No
0,1006.06,No
0,992.53,No
0,981.64,No
0,981.42,No
0,973.28,No
0,971.52,No
0,973.83,No
0,971.41,No
0,978.23,No
0,987.25,No
0,993.74,No
0,1004.08,No
0,1004.52,No
0,1021.57,No
0,1028.06,No
0,1037.96,No
6.49,1045.99,No
0,1051.16,No
3.85,1056.55,No
0,1054.68,No
0,1052.59,No
3.41,1048.19,No
0,1042.47,No
0,1035.65,No
0,1034.55,No
0,1036.09,No
0,1036.64,No
0,1037.19,No
0,1038.51,No
0,1034,No
0,1035.98,No
0,1028.39,No
0,1017.61,No
0,1011.67,No
0,995.06,No
11.55,967.67,No
57.86,943.14,No
254.98,902.99,No
403.04,859.43,No
545.49,803.55,No
717.75,732.93,No
934.56,655.71,No
1008.15,570.35,No
1037.96,474.1,No
1052.59,381.48,No
1058.75,262.79,No
1078.77,178.64,No
1092.74,112.09,No
1106.6,77.55,No
1114.74,49.17,No
1111.88,28.05,No
1114.63,5.06,No
1107.7,5.06,No
1101.76,0,No
1082.29,0,No
1061.94,0,No
1037.85,0,No
1010.79,0,No
989.12,0,No
974.16,0,No
962.61,0,No
951.39,0,No
941.82,0,No
938.3,0,No
937.31,0,No
929.72,0,No
933.35,0,No
930.16,0,No
931.81,0,No
930.93,0,No
932.69,0,No
933.35,0,No
934.34,0,No
933.13,0,No
929.28,0,No
930.05,0,No
928.4,0,No
928.95,0,No
931.7,0,No
930.49,0,No
931.81,0,No
935.99,0,No
933.79,0,No
925.65,0,No
919.16,0,No
914.54,0,No
907.83,0,No
903.54,0,No
903.21,0,No
898.37,0,No
891.55,0,No
887.26,0,No
876.92,0,No
866.47,0,No
845.46,3.41,No
824.23,28.05,No
795.3,148.39,No
755.81,434.39,No
704.88,561.55,No
636.57,762.41,No
558.25,941.27,No
467.06,1029.71,No
376.75,1055.56,No
283.69,1062.16,No
197.12,1070.52,No
126.39,1087.57,No
78.76,1112.32,No
52.36,1136.63,No
35.64,1150.38,No
23.54,1150.82,No
9.9,1146.64,No
6.05,1139.49,No
4.51,1118.81,No
2.97,1098.9,No
2.97,1076.13,No
0,1050.83,No
0,1030.59,No
0,1011.23,No
0,1001.88,No
0,990.44,No
0,986.37,No
0,990.44,No
0,994.84,No
0,999.13,No
0,1005.51,No
0,1010.13,No
0,1014.75,No
0,1027.18,No
0,1021.13,No
0,1036.97,No
0,1039.17,No
0,1042.36,No
0,1046.65,No
0,1047.53,No
0,1045.66,No
0,1047.86,No
0,1052.26,No
0,1052.48,No
0,1056.99,No
0,1058.86,No
0,1061.17,No
0,1063.48,No
0,1067.11,No
0,1078.11,No
0,1077.45,No
0,1075.91,No
0,1079.65,No
0,1073.27,No
0,1075.58,No
0,1077.01,No
0,1082.18,No
0,1086.47,No
0,1078.66,No
6.93,1068.21,No
37.18,1056.11,No
140.47,1036.31,No
316.14,999.9,No
391.82,954.14,No
525.58,893.31,No
683.87,822.36,No
812.24,742.17,No
872.74,649.22,No
935.11,545.16,No
971.08,442.64,No
1006.17,314.93,No
1040.93,203.17,No
1074.04,122.21,No
1090.65,72.38,No
1097.69,47.08,No
1103.74,28.6,No
1104.73,7.7,No
1103.08,5.06,No
1090.32,5.06,No
1077.01,0,No
1053.69,0,No
1031.91,0,No
1006.17,0,No
989.45,0,No
969.1,0,No
957.77,0,No
945.56,0,No
935.77,0,No
932.91,0,No
930.05,0,No
929.28,0,No
928.62,0,No
928.29,0,No
930.27,0,No
937.97,0,No
939.95,0,No
946.55,0,No
954.58,0,No
954.69,0,No
951.94,0,No
957.55,0,No
956.01,0,No
959.2,0,No
955.02,0,No
953.04,0,No
952.6,0,No
953.04,0,No
951.83,0,No
944.02,0,No
939.07,0,No
929.94,0,No
916.08,0,No
903.76,0,No
889.57,0,No
893.2,0,No
886.05,0,No
876.37,0,No
873.73,0,No
868.67,0,No
850.52,0,No
840.95,0,No
818.62,0,No
800.58,13.97,No
767.03,74.91,No
734.14,372.02,No
686.29,493.79,No
621.06,667.04,No
539.33,859.54,No
445.5,974.82,No
351.67,1009.91,No
256.19,1055.12,No
160.16,1091.75,No
100.76,1139.05,No
66.99,1174.58,No
39.27,1206.92,No
22,1231.78,No
8.03,1235.08,No
0,1229.58,No
0,1205.71,No
0,1176.78,No
0,1140.7,No
0,1113.42,No
0,1074.92,No
0,1043.35,No
0,1016.18,No
0,998.25,No
0,983.4,No
0,977.79,No
0,968.22,No
0,972.07,No
0,976.14,No
0,979.77,No
0,989.23,No
0,997.81,No
0,1007.27,No
0,1011.89,No
0,1019.59,No
0,1029.71,No
0,1037.63,No
0,1041.04,No
0,1043.9,No
0,1053.14,No
0,1057.87,No
0,1063.37,No
0,1070.52,No
0,1074.48,No
0,1080.86,No
0,1082.84,No
0,1089.33,No
0,1092.96,No
0,1098.13,No
0,1103.3,No
0,1100.99,No
0,1099.01,No
0,1088.01,No
0,1081.85,No
0,1086.91,No
0,1084.93,No
0,1079.1,No
0,1073.6,No
0,1065.68,No
0,1048.74,No
18.59,1034,No
75.57,1007.6,No
278.52,972.29,No
346.5,931.59,No
447.81,872.52,No
564.19,809.6,No
719.4,735.9,No
818.07,648.23,No
902.33,562.98,No
965.36,461.89,No
990.99,361.79,No
1017.83,244.97,No
1050.61,167.75,No
1067.22,104.94,No
1082.84,67.32,No
1091.2,46.53,No
1098.24,25.41,No
1100.88,0,No
1090.65,0,No
1081.19,0,No
1065.35,0,No
1050.94,0,No
1029.6,0,No
1015.63,0,No
997.92,0,No
989.01,0,No
980.21,0,No
980.54,0,No
974.05,0,No
970.09,0,No
972.4,0,No
970.31,0,No
972.95,0,No
977.35,0,No
980.1,0,No
987.47,0,No
992.42,0,No
995.17,0,No
1002.32,0,No
999.02,0,No
1002.21,0,No
1002.98,0,No
997.26,0,No
993.3,0,No
988.79,0,No
982.08,0,No
977.02,0,No
972.29,0,No
969.87,0,No
964.15,0,No
956.12,0,No
950.07,0,No
941.49,0,No
923.67,0,No
916.19,0,No
914.32,0,No
909.37,0,No
902.33,0,No
894.85,0,No
890.23,0,No
878.57,0,No
869.33,3.41,No
845.02,24.53,No
821.59,112.09,No
790.68,357.17,No
747.23,457.16,No
691.24,606.98,No
620.95,760.98,No
531.08,890.12,No
434.28,919.6,No
341.66,951.17,No
241.67,972.51,No
153.78,1016.07,No
93.61,1056.99,No
56.54,1102.75,No
35.64,1134.76,No
20.02,1156.1,No
6.05,1175.35,No
2.97,1178.65,No
2.97,1174.25,No
2.97,1156.76,No
0,1146.86,No
0,1125.96,No
0,1106.71,No
0,1085.48,No
0,1067.88,No
0,1052.48,No
0,1040.05,No
0,1031.14,No
0,1023.22,No
0,1011.01,No
0,1006.61,No
0,1001.55,No
0,1000.34,No
0,998.47,No
0,996.82,No
0,997.48,No
0,999.02,No
0,1006.06,No
0,1013.54,No
0,1023.88,No
0,1030.37,No
0,1034.22,No
0,1040.93,No
0,1051.38,No
0,1060.18,No
0,1070.63,No
0,1074.26,No
0,1081.52,No
0,1090.21,No
0,1096.15,No
0,1097.25,No
0,1095.38,No
0,1095.6,No
0,1086.58,No
0,1088.56,No
0,1091.97,No
0,1092.41,No
0,1097.58,No
9.24,1089.11,No
39.49,1073.93,No
141.35,1052.26,No
305.03,1022.56,No
373.23,981.09,No
493.79,923.78,No
596.53,853.49,No
691.35,772.75,No
767.8,682,No
822.47,577.72,No
886.38,480.7,No
933.68,366.08,No
984.61,257.95,No
1026.74,165.33,No
1060.07,100.43,No
1079.98,62.81,No
1089.22,37.84,No
1106.05,16.5,No
1110.12,5.06,No
1109.9,5.06,No
1098.68,0,No
1081.08,0,No
1059.74,0,No
1036.09,0,No
1010.02,0,No
993.85,0,No
971.63,0,No
960.96,0,No
950.07,0,No
946.33,0,No
936.98,0,No
937.53,0,No
930.27,0,No
931.7,0,No
930.6,0,No
932.58,0,No
940.28,0,No
937.64,0,No
943.91,0,No
945.45,0,No
955.79,0,No
954.36,0,No
957,0,No
957.33,0,No
959.53,0,No
957,0,No
959.42,0,No
959.31,0,No
957.88,0,No
958.87,0,No
945.34,0,No
938.85,0,No
930.27,0,No
912.12,0,No
900.46,0,No
891.22,0,No
888.25,0,No
883.19,0,No
871.75,0,No
867.24,0,No
859.98,0,No
844.91,0,No
826.32,5.17,No
807.62,29.81,No
780.12,166.32,No
748.88,433.95,No
709.39,555.06,No
650.32,724.9,No
575.19,845.9,No
485.1,923.12,No
398.31,944.68,No
304.04,962.94,No
212.3,994.51,No
133.1,1042.69,No
84.7,1085.92,No
52.8,1120.68,No
33.88,1152.8,No
18.26,1177.66,No
8.36,1186.79,No
2.97,1190.97,No
2.97,1189.1,No
2.97,1171.5,No
0,1156.98,No
0,1137.07,No
0,1119.47,No
0,1097.25,No
0,1082.51,No
0,1063.26,No
0,1051.16,No
0,1037.08,No
0,1032.68,No
0,1017.28,No
0,1016.07,No
0,1020.03,No
0,1021.35,No
0,1032.24,No
0,1028.17,No
0,1034.88,No
0,1041.37,No
0,1040.38,No
0,1050.28,No
0,1050.06,No
0,1051.38,No
0,1056.99,No
0,1063.37,No
0,1064.03,No
0,1068.54,No
0,1076.46,No
0,1081.85,No
0,1088.12,No
0,1093.18,No
0,1098.13,No
0,1108.03,No
0,1113.64,No
0,1115.18,No
0,1111.22,No
0,1110.67,No
0,1103.19,No
0,1107.15,No
0,1104.73,No
0,1111.66,No
0,1111.88,No
0,1103.96,No
0,1095.05,No
9.24,1078.33,No
44.11,1056.88,No
146.3,1024.21,No
286.33,979.77,No
351.45,922.57,No
471.13,862.84,No
587.73,794.31,No
704.44,711.15,No
783.09,625.9,No
866.8,531.52,No
928.18,426.25,No
966.79,298.98,No
1012.77,204.49,No
1048.52,128.37,No
1072.94,84.26,No
1089.11,49.17,No
1097.36,23.32,No
1107.81,5.06,No
1108.91,0,No
1111.55,0,No
1097.47,0,No
1086.8,0,No
1073.16,0,No
1060.51,0,No
1041.92,0,No
1030.04,0,No
1016.07,0,No
1004.74,0,No
995.72,0,No
990.55,0,No
982.3,0,No
980.32,0,No
979.22,0,No
979.66,0,No
978.45,0,No
979.55,0,No
985.05,0,No
988.24,0,No
987.25,0,No
990.99,0,No
985.49,0,No
988.9,0,No
991.65,0,No
983.29,0,No
981.42,0,No
981.75,0,No
973.28,0,No
968.99,0,No
965.25,0,No
962.72,0,No
958.43,0,No
950.18,0,No
939.73,0,No
926.31,0,No
910.8,0,No
906.4,0,No
901.89,0,No
899.8,0,No
891.11,0,No
884.62,0,No
883.08,0,No
872.74,8.69,No
862.51,33.33,No
837.32,176.88,No
812.13,411.29,No
771.21,533.5,No
720.39,691.68,No
657.47,805.31,No
568.59,848.65,No
476.3,864.93,No
388.08,881.65,No
293.92,910.91,No
210.87,945.78,No
134.42,992.09,No
80.52,1040.05,No
52.36,1081.08,No
36.85,1111,No
23.32,1133.77,No
11.44,1147.74,No
6.05,1160.06,No
6.05,1158.96,No
4.51,1151.92,No
2.97,1142.24,No
0,1126.62,No
0,1108.25,No
0,1099.78,No
0,1077.23,No
0,1060.73,No
0,1046.76,No
0,1032.02,No
0,1020.58,No
0,1017.06,No
0,1007.71,No
0,1010.9,No
0,1009.25,No
0,1007.6,No
0,1008.81,No
0,1017.5,No
0,1021.46,No
0,1021.79,No
0,1025.75,No
0,1030.15,No
0,1034.44,No
0,1039.39,No
0,1041.81,No
0,1049.95,No
0,1057.1,No
0,1052.92,No
0,1068.76,No
0,1073.93,No
0,1085.26,No
0,1091.31,No
0,1099.23,No
0,1108.25,No
0,1112.43,No
0,1117.16,No
0,1115.84,No
0,1117.27,No
0,1110.78,No
0,1119.14,No
0,1117.49,No
0,1117.05,No
0,1111.88,No
0,1100.99,No
9.24,1085.37,No
39.49,1064.14,No
113.41,1025.31,No
247.06,981.86,No
317.68,925.43,No
420.97,864.38,No
532.51,799.04,No
643.5,715.99,No
745.8,631.62,No
832.59,537.9,No
902.88,430.43,No
955.57,309.21,No
994.07,211.31,No
1033.01,133.98,No
1059.41,84.81,No
1070.96,51.7,No
1083.17,30.69,No
1079.43,7.7,No
1084.6,7.7,No
1078,5.06,No
1069.2,0,No
1054.46,0,No
1034.11,0,No
1016.73,0,No
998.58,0,No
988.79,0,No
975.37,0,No
970.53,0,No
965.47,0,No
963.16,0,No
963.38,0,No
968.22,0,No
970.86,0,No
976.14,0,No
980.87,0,No
982.3,0,No
990.22,0,No
998.03,0,No
1003.2,0,No
1007.6,0,No
1007.6,0,No
1011.67,0,No
1013.21,0,No
1008.15,0,No
1008.7,0,No
1004.08,0,No
1004.3,0,No
997.81,0,No
989.01,0,No
984.5,0,No
974.38,0,No
968.44,0,No
961.18,0,No
952.05,0,No
939.51,0,No
935.88,0,No
934.78,0,No
944.35,0,No
945.89,0,No
941.49,0,No
934.34,3.41,No
918.17,19.25,No
889.9,49.17,No
859.21,273.9,No
817.41,440.77,No
761.09,587.18,No
702.13,719.18,No
623.59,857.56,No
530.2,909.92,No
427.79,942.48,No
331.32,966.79,No
230.12,1002.43,No
143.55,1033.34,No
87.12,1071.18,No
51.7,1104.95,No
32.89,1122.11,No
19.58,1140.04,No
9.13,1143.45,No
7.59,1145.32,No
7.59,1138.83,No
6.05,1124.09,No
4.51,1104.73,No
2.97,1072.83,No
2.97,1050.83,No
2.97,1027.4,No
0,1008.48,No
0,989.67,No
0,980.76,No
0,967.23,No
0,961.95,No
0,961.4,No
0,955.79,No
0,952.05,No
0,957.11,No
0,956.89,No
0,959.31,No
0,964.92,No
0,972.62,No
0,982.08,No
0,990.55,No
0,995.17,No
0,1009.25,No
9.35,1017.5,No
3.85,1032.46,No
0,1042.8,No
0,1053.47,No
0,1061.94,No
0,1069.42,No
0,1079.32,No
0,1073.05,No
0,1078,No
0,1072.72,No
0,1074.92,No
0,1078.11,No
0,1075.58,No
0,1076.68,No
0,1068.54,No
0,1057.21,No
0,1042.25,No
0,1019.37,No
23.21,987.58,No
93.28,948.75,No
341.77,907.28,No
426.91,847.99,No
587.4,776.6,No
765.16,693.99,No
932.69,608.19,No
982.85,505.23,No
1031.47,401.72,No
1063.92,280.17,No
1083.83,182.05,No
1107.81,112.42,No
1125.19,63.25,No
1140.37,37.84,No
1142.35,16.5,No
1141.8,5.06,No
1137.62,0,No
1124.42,0,No
1104.29,0,No
1089.99,0,No
1065.24,0,No
1041.26,0,No
1016.62,0,No
990.55,0,No
975.81,0,No
962.06,0,No
952.49,0,No
944.57,0,No
943.03,0,No
941.93,0,No
943.25,0,No
948.64,0,No
949.74,0,No
951.06,0,No
951.94,0,No
955.02,0,No
951.61,0,No
953.81,0,No
948.09,0,No
948.42,0,No
946.77,0,No
942.7,0,No
939.51,0,No
938.96,0,No
937.2,0,No
933.13,0,No
931.37,0,No
929.61,0,No
912.23,0,No
900.79,0,No
891.99,0,No
887.81,0,No
886.05,0,No
881.65,0,No
877.47,0,No
871.2,0,No
868.23,0,No
862.07,0,No
851.4,0,No
841.28,10.45,No
825.88,38.61,No
798.05,215.16,No
762.52,433.73,No
711.92,566.39,No
657.69,733.81,No
577.83,844.58,No
495.55,912.23,No
400.73,930.49,No
300.08,965.25,No
198.77,1017.61,No
126.06,1060.51,No
82.17,1103.96,No
50.38,1136.3,No
31.57,1156.76,No
18.04,1165.78,No
7.59,1170.73,No
6.05,1166.88,No
6.05,1160.17,No
4.51,1137.62,No
2.97,1109.13,No
2.97,1088.23,No
0,1055.89,No
0,1031.58,No
0,1010.46,No
0,993.85,No
0,979.99,No
0,974.05,No
0,969.76,No
0,976.69,No
0,980.21,No
0,986.48,No
0,993.19,No
0,997.15,No
0,1004.85,No
0,1015.19,No
0,1023.66,No
0,1031.36,No
0,1038.07,No
0,1042.36,No
0,1043.13,No
0,1046.87,No
0,1051.71,No
0,1052.26,No
0,1060.51,No
0,1066.56,No
0,1072.39,No
0,1078.22,No
0,1082.4,No
0,1091.31,No
0,1088.23,No
0,1087.46,No
0,1084.6,No
0,1083.5,No
0,1081.96,No
0,1086.25,No
0,1090.54,No
0,1087.02,No
0,1083.5,No
0,1066.67,No
0,1052.15,No
9.24,1034.11,No
44.11,1012.33,No
156.09,985.82,No
308.88,945.23,No
384.67,895.07,No
513.81,838.97,No
633.16,774.73,No
762.74,691.02,No
837.43,605.44,No
901.01,516.89,No
944.24,410.74,No
971.63,293.26,No
1004.96,196.13,No
1038.73,125.84,No
1065.9,76.23,No
1084.6,48.62,No
1101.87,25.96,No
1109.02,0,No
1111.88,0,No
1107.26,0,No
1103.63,0,No
1089.11,0,No
1068.87,0,No
1051.38,0,No
1038.62,0,No
1019.04,0,No
1009.58,0,No
995.5,0,No
986.81,0,No
982.63,0,No
972.84,0,No
963.38,0,No
961.95,0,No
958.65,0,No
956.12,0,No
951.28,0,No
953.37,0,No
950.51,0,No
949.74,0,No
951.06,0,No
948.09,0,No
946.88,0,No
945.89,0,No
948.64,0,No
945.01,0,No
947.87,0,No
946,0,No
949.74,0,No
951.06,0,No
948.2,0,No
943.91,0,No
935.33,0,No
922.02,0,No
910.69,0,No
899.03,0,No
894.19,0,No
893.64,0,No
884.62,0,No
881.43,0,No
876.7,0,No
864.93,0,No
851.4,3.41,No
832.26,22.77,No
815.54,90.2,No
786.39,312.62,No
751.74,434.72,No
702.35,566.72,No
637.45,700.48,No
557.92,792.88,No
467.83,806.85,No
378.73,847.66,No
287.21,882.09,No
196.35,929.17,No
122.65,985.05,No
81.18,1041.59,No
47.08,1078.33,No
31.79,1118.92,No
18.04,1139.16,No
11.44,1155.88,No
6.05,1167.43,No
6.05,1163.91,No
4.51,1160.06,No
2.97,1147.41,No
2.97,1119.25,No
0,1104.07,No
0,1085.04,No
0,1067.88,No
0,1048.3,No
0,1031.8,No
0,1017.39,No
0,1000.78,No
0,995.39,No
0,991.43,No
0,985.71,No
0,990.11,No
0,991.54,No
0,999.13,No
0,1002.54,No
0,1012.99,No
0,1020.69,No
0,1024.1,No
0,1026.52,No
0,1035.43,No
0,1036.31,No
0,1043.79,No
0,1042.03,No
0,1050.17,No
0,1055.45,No
0,1063.81,No
0,1069.31,No
0,1079.21,No
0,1082.29,No
0,1088.56,No
0,1099.23,No
0,1103.74,No
0,1092.74,No
0,1089.22,No
0,1089.77,No
0,1095.82,No
0,1096.37,No
0,1094.39,No
0,1088.56,No
0,1075.03,No
0,1063.37,No
13.86,1042.8,No
55.77,1011.56,No
187.33,980.87,No
312.73,938.52,No
384.78,878.46,No
506.44,817.74,No
634.92,738.98,No
782.1,656.04,No
857.45,560.01,No
930.16,464.31,No
977.46,347.82,No
1002.98,235.95,No
1035.87,146.63,No
1058.75,91.41,No
1078.55,55.88,No
1089.11,35.31,No
1094.39,14.41,No
1102.97,5.06,No
1098.9,5.06,No
1091.53,5.06,No
1082.29,0,No
1066.23,0,No
1051.49,0,No
1037.3,0,No
1021.46,0,No
1010.57,0,No
1001.33,0,No
990.44,0,No
988.57,0,No
986.81,0,No
982.85,0,No
987.91,0,No
988.57,0,No
989.12,0,No
992.97,0,No
993.3,0,No
1002.87,0,No
1003.53,0,No
1002.21,4.18,No
1006.83,11.88,No
1003.2,9.24,No
1005.4,24.2,No
1006.17,16.61,No
1000.45,5.61,No
996.05,0,No
991.65,0,No
982.96,0,No
978.56,0,No
972.07,0,No
965.47,0,No
966.24,0,No
962.39,0,No
954.25,0,No
946.55,0,No
931.48,0,No
927.74,0,No
930.93,0,No
931.37,0,No
929.72,0,No
923.56,0,No
912.45,10.45,No
899.25,35.09,No
869.88,176.55,No
834.9,416.57,No
786.94,544.28,No
721.93,694.87,No
643.5,832.04,No
554.29,893.31,No
458.26,917.62,No
351.34,929.5,No
250.14,961.73,No
160.05,997.15,No
92.62,1035.21,No
57.2,1075.47,No
34.87,1110.89,No
17.49,1128.16,No
7.59,1135.2,No
6.05,1146.97,No
6.05,1146.53,No
4.51,1144.11,No
2.97,1126.4,No
2.97,1106.38,No
0,1087.35,No
0,1069.64,No
0,1041.48,No
0,1029.82,No
0,1015.96,No
0,1006.94,No
0,993.08,No
0,992.31,No
0,988.79,No
0,980.1,No
0,979.11,No
0,979,No
0,983.84,No
0,980.87,No
0,991.32,No
0,997.59,No
0,1006.28,No
0,1014.86,No
0,1021.79,No
0,1034.22,No
0,1039.94,No
0,1050.94,No
0,1061.5,No
0,1070.52,No
0,1079.54,No
